row_idx,category,id,owner,datetaken,title,tags,latitude,longitude,place_id,url_n,img_id,text,country_code,country,region,subregion,city,cluster_id,entities
1805,monument,9849431404,23409752@N08,1377837808,"Peace Memorial Park - Hiroshima, Japan",japan nikon d5100 dslr nihon nippon travel city hiroshima castle night atomic bomb dome museum monument 日本 広島 原爆ドーム tumblr rain umbrella abombdome peacememorialpark memorial,34.392426,132.452266,QXE2FfRQU7tPsB09,https://live.staticflickr.com/2835/9849431404_833f5196a8_n.jpg,monument-34.392426-132.452266-1377837808-23409752@N08-9849431404-n.jpg,"Peace Memorial Park - Hiroshima, Japan japan nikon d5100 dslr nihon nippon travel city hiroshima castle night atomic bomb dome museum monument 日本 広島 原爆ドーム tumblr rain umbrella abombdome peacememorialpark memorial",JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,peace memorial park
1806,monument,9776762236,60541269@N07,1367363475,Monument Sadako Sasaki - Mémorial de la Paix - Hiroshima - Japon,voyage trip travel viaje monument japan canon photography japanese michael photo memorial peace photographie image picture images hiroshima 7d japão japon giappone imagen japonais paix 1755 japón japonia japonya jepun ducloux micky75017 michaelducloux,34.392727,132.453103,c2fQZZVTWr_CRXp8.A,https://live.staticflickr.com/7342/9776762236_7e3ea9efbd_n.jpg,monument-34.392727-132.453103-1367363475-60541269@N07-9776762236-n.jpg,Monument Sadako Sasaki - Mémorial de la Paix - Hiroshima - Japon voyage trip travel viaje monument japan canon photography japanese michael photo memorial peace photographie image picture images hiroshima 7d japão japon giappone imagen japonais paix 1755 japón japonia japonya jepun ducloux micky75017 michaelducloux,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1807,monument,9558605766,60541269@N07,1367289006,Mémorial de la Paix (Cénotaphe & Dôme Genbaku) - Hiroshima - Japon,voyage trip travel viaje light monument japan night canon japanese noche michael photo memorial war asia photographie image nacht lumière victim perspective picture hiroshima lumiere dome 7d noite asie japão hommage bomb atomic guerre nuit japon notte giappone imagen victims bombe japonais noc japón victime japonia japonya atomique jepun cenotaphe ducloux bombea micky75017,34.392851,132.452502,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/2886/9558605766_a9ed933371_n.jpg,monument-34.392851-132.452502-1367289006-60541269@N07-9558605766-n.jpg,Mémorial de la Paix (Cénotaphe & Dôme Genbaku) - Hiroshima - Japon voyage trip travel viaje light monument japan night canon japanese noche michael photo memorial war asia photographie image nacht lumière victim perspective picture hiroshima lumiere dome 7d noite asie japão hommage bomb atomic guerre nuit japon notte giappone imagen victims bombe japonais noc japón victime japonia japonya atomique jepun cenotaphe ducloux bombea micky75017,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,memorial de la paix
1808,monument,9503854744,89201179@N08,1364953834,Sacré sourcils,voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/7286/9503854744_febab2a969_n.jpg,monument-34.292000-132.318500-1364953834-89201179@N08-9503854744-n.jpg,Sacré sourcils voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,statue
1809,monument,9503850584,89201179@N08,1364953694,Le bonze du coq,voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/5487/9503850584_6fdcfb62e5_n.jpg,monument-34.292000-132.318500-1364953694-89201179@N08-9503850584-n.jpg,Le bonze du coq voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,le bonze du coq
1810,monument,9503835076,89201179@N08,1364951679,Daisho-in,voyage trip travel blackandwhite bw statue japan temple shrine noiretblanc miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/3713/9503835076_8a9884968c_n.jpg,monument-34.292000-132.318500-1364951679-89201179@N08-9503835076-n.jpg,Daisho-in voyage trip travel blackandwhite bw statue japan temple shrine noiretblanc miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,statue
1811,monument,9501029533,89201179@N08,1364951424,Daisho-in,voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/3784/9501029533_9fea8c6046_n.jpg,monument-34.292000-132.318500-1364951424-89201179@N08-9501029533-n.jpg,Daisho-in voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,statue
1812,monument,9503817978,89201179@N08,1376378355,Petite armée,voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/3834/9503817978_654785f4b9_n.jpg,monument-34.292000-132.318500-1376378355-89201179@N08-9503817978-n.jpg,Petite armée voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1813,monument,9501007639,89201179@N08,1364949846,Daisho-in,voyage trip travel blackandwhite bw statue japan noiretblanc miyajima japon sanctuary statuette daishoin sanctuaire japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/3828/9501007639_550b8b0eac_n.jpg,monument-34.292000-132.318500-1364949846-89201179@N08-9501007639-n.jpg,Daisho-in voyage trip travel blackandwhite bw statue japan noiretblanc miyajima japon sanctuary statuette daishoin sanctuaire japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,statue
1814,monument,9503805370,89201179@N08,1364949654,Champs de statuettes,voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/7391/9503805370_fc29c6dd5b_n.jpg,monument-34.292000-132.318500-1364949654-89201179@N08-9503805370-n.jpg,Champs de statuettes voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,statue
1815,monument,9503803792,89201179@N08,1364949637,Toutes différentes,voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/2821/9503803792_1d5b7cff3f_n.jpg,monument-34.292000-132.318500-1364949637-89201179@N08-9503803792-n.jpg,Toutes différentes voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,statue
1816,monument,9501001889,89201179@N08,1364949617,Toutes différentes,voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/3709/9501001889_0da8134065_n.jpg,monument-34.292000-132.318500-1364949617-89201179@N08-9501001889-n.jpg,Toutes différentes voyage trip travel statue japan miyajima japon sanctuary statuette daishoin sanctuaire bonze moine japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,statue
1817,monument,9503796680,89201179@N08,1364949248,Divinitées,voyage trip travel blackandwhite bw statue japan lanterne noiretblanc miyajima japon sanctuary statuette daishoin ishidoro sanctuaire japon2013,34.292,132.3185,dxYHBlJQU7shgp42,https://live.staticflickr.com/3702/9503796680_f80e36c2d8_n.jpg,monument-34.292000-132.318500-1364949248-89201179@N08-9503796680-n.jpg,Divinitées voyage trip travel blackandwhite bw statue japan lanterne noiretblanc miyajima japon sanctuary statuette daishoin ishidoro sanctuaire japon2013,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1818,monument,9002530883,54309489@N05,1324953978,(RF) Hiroshima Peace Memorial Park - The Memorial Cenotaph May we Never Forget (2011:0858),city travel winter heritage history tourism monument birds japan horizontal closeup architecture outdoors death memorial asia flickr peace afternoon sad symbol pigeons famous nuclear sunny bluesky nobody nopeople landmark tourist structure historic unescoworldheritagesite hiroshima worldwarii weapon 日本 killed daytime remembrance reminder suffering warmemorial iconic 冬 attraction rf 広島 2ndworldwar traveldestinations alamy hiroshimapeacememorialpark flickrpublic imagetype flickrp photospecs stockcategories cenotaphfortheabombvictims 原爆ドーム 広島平和公園 広島平和記念碑 fotopedia lumixgvario14140f4058 3000kmsouthernroadtrip,34.392992,132.452722,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/3695/9002530883_cc2124e028_n.jpg,monument-34.392992-132.452722-1324953978-54309489@N05-9002530883-n.jpg,(RF) Hiroshima Peace Memorial Park - The Memorial Cenotaph May we Never Forget (2011:0858) city travel winter heritage history tourism monument birds japan horizontal closeup architecture outdoors death memorial asia flickr peace afternoon sad symbol pigeons famous nuclear sunny bluesky nobody nopeople landmark tourist structure historic unescoworldheritagesite hiroshima worldwarii weapon 日本 killed daytime remembrance reminder suffering warmemorial iconic 冬 attraction rf 広島 2ndworldwar traveldestinations alamy hiroshimapeacememorialpark flickrpublic imagetype flickrp photospecs stockcategories cenotaphfortheabombvictims 原爆ドーム 広島平和公園 広島平和記念碑 fotopedia lumixgvario14140f4058 3000kmsouthernroadtrip,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,hiroshima peace memorial park
1819,monument,8757347058,60016203@N02,1368973499,Cenotaph,blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.395376,132.452298,g4ptWflTWr.jH.py9w,https://live.staticflickr.com/5469/8757347058_7a9ede33a1_n.jpg,monument-34.395376-132.452298-1368973499-60016203@N02-8757347058-n.jpg,Cenotaph blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,cenotaph
1820,monument,8756219883,60016203@N02,1368971744,Silent,blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.395376,132.452298,g4ptWflTWr.jH.py9w,https://live.staticflickr.com/2855/8756219883_2f82db146d_n.jpg,monument-34.395376-132.452298-1368971744-60016203@N02-8756219883-n.jpg,Silent blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1821,monument,8757345296,60016203@N02,1368972164,Light from within,blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.395376,132.452298,g4ptWflTWr.jH.py9w,https://live.staticflickr.com/5459/8757345296_04cc9021a5_n.jpg,monument-34.395376-132.452298-1368972164-60016203@N02-8757345296-n.jpg,Light from within blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1822,monument,8757344056,60016203@N02,1368970698,Crumbling,blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.395376,132.452298,g4ptWflTWr.jH.py9w,https://live.staticflickr.com/3810/8757344056_059f0df3f1_n.jpg,monument-34.395376-132.452298-1368970698-60016203@N02-8757344056-n.jpg,Crumbling blue light shadow red black reflection green art heritage history classic monument japan canon dark japanese grey memorial war shrine asia exposure peace sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1823,monument,8757342652,60016203@N02,1368972749,Atomic Bomb Dome,art green asia history outdoor view memory grey challenging built atomicbomb heritage japanese 60d hiroshima red crane respect exotic depth reflection black sad exposure shrine canon light special classic japan memorial blue destruction monument interest dark war shadow culture peace unity 2013,34.395376,132.452298,g4ptWflTWr.jH.py9w,https://live.staticflickr.com/2812/8757342652_3665afc904_n.jpg,monument-34.395376-132.452298-1368972749-60016203@N02-8757342652-n.jpg,Atomic Bomb Dome art green asia history outdoor view memory grey challenging built atomicbomb heritage japanese 60d hiroshima red crane respect exotic depth reflection black sad exposure shrine canon light special classic japan memorial blue destruction monument interest dark war shadow culture peace unity 2013,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1824,monument,8756211601,60016203@N02,1368956491,Parkland,blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.393808,132.452238,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/7331/8756211601_bc2d5e26a7_n.jpg,monument-34.393808-132.452238-1368956491-60016203@N02-8756211601-n.jpg,Parkland blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1825,monument,8756209817,60016203@N02,1368956475,Flame of Peace,blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special flame exotic memory cenotaph depth interest built challenging atomicbomb 60d,34.393808,132.452238,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/2873/8756209817_7040b1b065_n.jpg,monument-34.393808-132.452238-1368956475-60016203@N02-8756209817-n.jpg,Flame of Peace blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special flame exotic memory cenotaph depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1826,monument,8756208663,60016203@N02,1368956295,Remember,blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.393808,132.452238,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/3816/8756208663_66012f85bd_n.jpg,monument-34.393808-132.452238-1368956295-60016203@N02-8756208663-n.jpg,Remember blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1827,monument,8757341610,60016203@N02,1368956717,The Dome,blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.395376,132.452298,g4ptWflTWr.jH.py9w,https://live.staticflickr.com/2877/8757341610_76ca3e9078_n.jpg,monument-34.395376-132.452298-1368956717-60016203@N02-8757341610-n.jpg,The Dome blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect crane outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,the dome
1828,monument,8757331510,60016203@N02,1368951338,Letters from the Mayor,blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,34.393808,132.452238,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/3790/8757331510_6ff3f4b957_n.jpg,monument-34.393808-132.452238-1368951338-60016203@N02-8757331510-n.jpg,Letters from the Mayor blue light shadow red black reflection green art heritage history classic monument rain japan canon dark japanese grey memorial war shrine asia exposure peace play sad view respect outdoor destruction unity culture hiroshima special exotic memory depth interest built challenging atomicbomb 60d,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1829,monument,8518332435,30099537@N02,1246578919,"Peace Memorial Park, Hiroshima",park flowers monument japan hiroshima creativecommons yabbadabbadoo,34.393126,132.452555,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/8235/8518332435_a2457c1456_n.jpg,monument-34.393126-132.452555-1246578919-30099537@N02-8518332435-n.jpg,"Peace Memorial Park, Hiroshima park flowers monument japan hiroshima creativecommons yabbadabbadoo",JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,peace memorial park
1830,monument,8414996840,56938300@N04,1227719922,Peace Memorial Park,monument,34.392975,132.452561,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/8365/8414996840_be018d2552_n.jpg,monument-34.392975-132.452561-1227719922-56938300@N04-8414996840-n.jpg,Peace Memorial Park monument,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,peace memorial park
1831,monument,8275847549,53611868@N00,1352960681,IMG_2265,sculpture statue japan stone geotagged dof bokeh buddhism miyajima 日本 buddhisttemple hiroshimaken itsukushima 宮島 hiroshimaprefecture 厳島 shingonbuddhism 広島県 canonef100mmf28macrousm 中国地方 大聖院 daisyōin daishōin chūgokuregion buddhistsect chūgokuchihō,34.292892,132.318938,dxYHBlJQU7shgp42,https://live.staticflickr.com/8207/8275847549_9c0a82cd02_n.jpg,monument-34.292892-132.318938-1352960681-53611868@N00-8275847549-n.jpg,IMG_2265 sculpture statue japan stone geotagged dof bokeh buddhism miyajima 日本 buddhisttemple hiroshimaken itsukushima 宮島 hiroshimaprefecture 厳島 shingonbuddhism 広島県 canonef100mmf28macrousm 中国地方 大聖院 daisyōin daishōin chūgokuregion buddhistsect chūgokuchihō,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1832,monument,8233408881,53611868@N00,1352959992,IMG_2251,sculpture statue japan stone geotagged dof bokeh buddhism miyajima 日本 buddhisttemple hiroshimaken itsukushima 宮島 hiroshimaprefecture 厳島 shingonbuddhism 広島県 canonef100mmf28macrousm 中国地方 大聖院 daisyōin daishōin chūgokuregion buddhistsect chūgokuchihō,34.291828,132.31866,dxYHBlJQU7shgp42,https://live.staticflickr.com/8484/8233408881_6cf9ddf746_n.jpg,monument-34.291828-132.318660-1352959992-53611868@N00-8233408881-n.jpg,IMG_2251 sculpture statue japan stone geotagged dof bokeh buddhism miyajima 日本 buddhisttemple hiroshimaken itsukushima 宮島 hiroshimaprefecture 厳島 shingonbuddhism 広島県 canonef100mmf28macrousm 中国地方 大聖院 daisyōin daishōin chūgokuregion buddhistsect chūgokuchihō,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1833,monument,8226728590,53611868@N00,1352957720,IMG_2221,sculpture statue japan stone geotagged dof bokeh buddhism miyajima 日本 buddhisttemple hiroshimaken itsukushima 宮島 hiroshimaprefecture 厳島 shingonbuddhism 広島県 canonef100mmf28macrousm 中国地方 大聖院 daisyōin daishōin chūgokuregion buddhistsect chūgokuchihō,34.291828,132.31866,dxYHBlJQU7shgp42,https://live.staticflickr.com/8344/8226728590_0423c45efb_n.jpg,monument-34.291828-132.318660-1352957720-53611868@N00-8226728590-n.jpg,IMG_2221 sculpture statue japan stone geotagged dof bokeh buddhism miyajima 日本 buddhisttemple hiroshimaken itsukushima 宮島 hiroshimaprefecture 厳島 shingonbuddhism 広島県 canonef100mmf28macrousm 中国地方 大聖院 daisyōin daishōin chūgokuregion buddhistsect chūgokuchihō,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1834,monument,8057983009,10909746@N05,1280464763,A-Bomb Dome,world 2 two building history monument japan century asian japanese aftermath memorial war asia asien destruction wwii ruin shell hiroshima weapon dome sanyo 日本 nippon asie mass bomb atomic destroyed japon giappone aasia nihon asya á devastation japani fallout gutted abomb azia azië japón 広島 일본 ásia honshu twentieth genbaku 原爆ドーム 亚洲 日本国 섬 亞洲 châu chugoku a nihonkoku nipponkoku japonsko 동 아시아 中国地方 آسيا ázsia азия ασία 山陰山陽地方 혼슈 동아시아 азиэ,34.395463,132.453542,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/8316/8057983009_c766c6e62d_n.jpg,monument-34.395463-132.453542-1280464763-10909746@N05-8057983009-n.jpg,A-Bomb Dome world 2 two building history monument japan century asian japanese aftermath memorial war asia asien destruction wwii ruin shell hiroshima weapon dome sanyo 日本 nippon asie mass bomb atomic destroyed japon giappone aasia nihon asya á devastation japani fallout gutted abomb azia azië japón 広島 일본 ásia honshu twentieth genbaku 原爆ドーム 亚洲 日本国 섬 亞洲 châu chugoku a nihonkoku nipponkoku japonsko 동 아시아 中国地方 آسيا ázsia азия ασία 山陰山陽地方 혼슈 동아시아 азиэ,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,原爆トーム
1835,monument,7872024696,26476598@N02,1345846165,Soaring Over Ruins,morning monument birds japan flying ruins peace flight hiroshima dome bomb atomic destroyed worldwar2 peacepark atomicbombdome genbaku genbakudome,34.395118,132.453757,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/7124/7872024696_9948fde0d3_n.jpg,monument-34.395118-132.453757-1345846165-26476598@N02-7872024696-n.jpg,Soaring Over Ruins morning monument birds japan flying ruins peace flight hiroshima dome bomb atomic destroyed worldwar2 peacepark atomicbombdome genbaku genbakudome,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1836,monument,6818510600,48086238@N06,1317835542,Cat and priest,leaves statue cat day outdoor religion priest,34.292378,132.319138,dxYHBlJQU7shgp42,https://live.staticflickr.com/7191/6818510600_65e2583fab_n.jpg,monument-34.292378-132.319138-1317835542-48086238@N06-6818510600-n.jpg,Cat and priest leaves statue cat day outdoor religion priest,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1837,monument,6964628751,48086238@N06,1317833266,"Speak no evil, see no evil, hear no evil",leaves statue day outdoor religion,34.291837,132.318853,dxYHBlJQU7shgp42,https://live.staticflickr.com/7203/6964628751_ec8a85a93e_n.jpg,monument-34.291837-132.318853-1317833266-48086238@N06-6964628751-n.jpg,"Speak no evil, see no evil, hear no evil leaves statue day outdoor religion",JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1838,monument,6964628343,48086238@N06,1317833040,Happy,red leaves statue day outdoor religion,34.29173,132.318678,dxYHBlJQU7shgp42,https://live.staticflickr.com/7203/6964628343_66b625516b_n.jpg,monument-34.291730-132.318678-1317833040-48086238@N06-6964628343-n.jpg,Happy red leaves statue day outdoor religion,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1839,monument,6818507408,48086238@N06,1317832920,Statues,statue cat day lily outdoor religion,34.291608,132.318855,dxYHBlJQU7shgp42,https://live.staticflickr.com/7182/6818507408_8221211783_n.jpg,monument-34.291608-132.318855-1317832920-48086238@N06-6818507408-n.jpg,Statues statue cat day lily outdoor religion,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1840,monument,6818507122,48086238@N06,1317832856,View up,tree statue pagoda day outdoor fallcolors,34.29173,132.31868,dxYHBlJQU7shgp42,https://live.staticflickr.com/7049/6818507122_5ce15b2bc4_n.jpg,monument-34.291730-132.318680-1317832856-48086238@N06-6818507122-n.jpg,View up tree statue pagoda day outdoor fallcolors,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1841,monument,6964627239,48086238@N06,1317832812,Bell,wood red sign statue metal shrine day outdoor rope japanesearchitecture,34.291692,132.318668,dxYHBlJQU7shgp42,https://live.staticflickr.com/7054/6964627239_b67a2244de_n.jpg,monument-34.291692-132.318668-1317832812-48086238@N06-6964627239-n.jpg,Bell wood red sign statue metal shrine day outdoor rope japanesearchitecture,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1842,monument,6964626889,48086238@N06,1317832402,Fountain,tree fountain leaves sign statue beads day outdoor religion prayerbeads,34.292082,132.31882,dxYHBlJQU7shgp42,https://live.staticflickr.com/7052/6964626889_7a350cc48a_n.jpg,monument-34.292082-132.318820-1317832402-48086238@N06-6964626889-n.jpg,Fountain tree fountain leaves sign statue beads day outdoor religion prayerbeads,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1843,monument,6818505850,48086238@N06,1317832204,White goddess,white statue rock day dragon outdoor priest shrubs,34.292287,132.318787,dxYHBlJQU7shgp42,https://live.staticflickr.com/7048/6818505850_729e7c1071_n.jpg,monument-34.292287-132.318787-1317832204-48086238@N06-6818505850-n.jpg,White goddess white statue rock day dragon outdoor priest shrubs,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
1844,monument,6956022699,48086238@N06,1317773358,Sadako and the 1000 cranes,girl statue gold memorial day crane outdoor,34.394098,132.452763,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/7207/6956022699_a26b0c5896_n.jpg,monument-34.394098-132.452763-1317773358-48086238@N06-6956022699-n.jpg,Sadako and the 1000 cranes girl statue gold memorial day crane outdoor,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,gold memorial day
1845,monument,6956021813,48086238@N06,1317772678,Memorial Tower to the Mobilized Students,sculpture woman statue paper day crane outdoor,34.394838,132.453782,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/7051/6956021813_9cb74dda1f_n.jpg,monument-34.394838-132.453782-1317772678-48086238@N06-6956021813-n.jpg,Memorial Tower to the Mobilized Students sculpture woman statue paper day crane outdoor,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,"memorial tower to the mobilized students,woman statue"
1846,monument,5389683052,36405670@N05,1279855463,Hibakusha Jizo,statue hiroshima jizo abomb japantravel,34.395321,132.454283,kQ1CYphTWr8bKh9RAA,https://live.staticflickr.com/5136/5389683052_727218f037_n.jpg,monument-34.395321-132.454283-1279855463-36405670@N05-5389683052-n.jpg,Hibakusha Jizo statue hiroshima jizo abomb japantravel,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,""
1847,monument,5153358823,98292463@N00,1286022277,87480008 Hiroshima Childrens Peace Memorial Sadako statue,park statue japan children memorial peace crane hiroshima,34.39363,132.452738,,https://live.staticflickr.com/1188/5153358823_fb0a4be2c4_n.jpg,monument-34.393630-132.452738-1286022277-98292463@N00-5153358823-n.jpg,87480008 Hiroshima Childrens Peace Memorial Sadako statue park statue japan children memorial peace crane hiroshima,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,hiroshima childrens peace memorial
1848,monument,5153353501,98292463@N00,1286022276,87480007a Hiroshima Childrens Peace Memorial Sadako,park statue japan children memorial peace crane hiroshima,34.39363,132.452738,,https://live.staticflickr.com/4051/5153353501_c925a09c4f_n.jpg,monument-34.393630-132.452738-1286022276-98292463@N00-5153353501-n.jpg,87480007a Hiroshima Childrens Peace Memorial Sadako park statue japan children memorial peace crane hiroshima,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,8,hiroshima childrens peace memorial
1849,monument,4919858475,8047602@N06,1273132261,Statue at Daisho-in (Miyajima),rabbit statue japan geotagged island temple photos buddha miyajima itsukushima daishoin geo:lat=3429208986 geo:lon=13231860101,34.292088,132.3186,dxYHBlJQU7shgp42,https://live.staticflickr.com/4075/4919858475_f5301196b2_n.jpg,monument-34.292088-132.318600-1273132261-8047602@N06-4919858475-n.jpg,Statue at Daisho-in (Miyajima) rabbit statue japan geotagged island temple photos buddha miyajima itsukushima daishoin geo:lat=3429208986 geo:lon=13231860101,JP,Japan,Asia,Eastern Asia,Miyajima,11,""
