entity_id,wikimedia_url,poi_name,wikidata_id,instance_tag,category,poi_name_tags,geohack_url,latitude,longitude,country_code,country,region,subregion,city,osm_id,nearby_pov_cluster
1857,https://commons.wikimedia.org/wiki/Category:Sen'y%C5%AB-ji,Sen'yū-ji,Q11378194,"[""Buddhist temple""]",other,"仙遊寺,senyu-ji temple,senyuu-ji,senyu-ji,sen’yu-ji,wihara senyuu-ji",https://geohack.toolforge.org/geohack.php?pagename=Category:Sen%27y%C5%AB-ji&params=34.013194444444_N_132.97736111111_E_globe:Earth_&language=en,34.013194444444,132.97736111111,JP,Japan,Asia,Eastern Asia,Hojo,,
1858,https://commons.wikimedia.org/wiki/Category:Hachikokuyama,Hachikokuyama,Q1567084,"[""Tokyo metropolitan park""]",other,"hachikokuyama,hachikokuyama,八国山緑地,八国山,hachikokuyama,八國山綠地",https://geohack.toolforge.org/geohack.php?pagename=Category:Hachikokuyama&params=35.76853611_N_139.45552222_E_globe:Earth_&language=en,35.76853611,139.45552222,JP,Japan,Asia,Eastern Asia,Higashimurayama-shi,,
1859,https://commons.wikimedia.org/wiki/Category:Saga_Castle_Park,Saga Castle Park,Q11384628,"[""urban park""]",other,"佐賀城公園,佐賀県立佐賀城公園,saga castle park",https://geohack.toolforge.org/geohack.php?pagename=Category:Saga_Castle_Park&params=33.2444_N_130.3015_E_globe:Earth_&language=en,33.2444,130.3015,JP,Japan,Asia,Eastern Asia,Saga-shi,,
1860,https://commons.wikimedia.org/wiki/Category:Museum_Bank_of_Yamanashi_Tanaka,Museum Bank of Yamanashi Tanaka,Q11511095,"[""bank museum"", ""bank building""]",other,"旧田中銀行博物館,旧山梨田中銀行,山梨田中銀行,museum bank of yamanashi tanaka,former tanaka bank museum,old tanaka bank museum",https://geohack.toolforge.org/geohack.php?pagename=Category:Museum_Bank_of_Yamanashi_Tanaka&params=35.662_N_138.729528_E_globe:Earth_&language=en,35.662,138.729528,JP,Japan,Asia,Eastern Asia,Enzan,,
1861,https://commons.wikimedia.org/wiki/Category:Aichi_Prefecture_Shinrin_Park,Aichi Prefecture Shinrin Park,Q11494133,"[""botanical garden"", ""forest park""]",other,"愛知県森林公園,parque forestal de la prefectura de aichi,aichiken forest park,aichi prefecture shinrin park,愛知縣森林公園",https://geohack.toolforge.org/geohack.php?pagename=Category:Aichi_Prefecture_Shinrin_Park&params=35.2352_N_137.052_E_globe:Earth_&language=en,35.2352,137.052,JP,Japan,Asia,Eastern Asia,Seto,,
1862,https://commons.wikimedia.org/wiki/Category:Ichinomiya_Sengen_Shrine,Ichinomiya Sengen Shrine,Q11352589,"[""Sengen shrine"", ""Shikinaisha"", ""Shinto shrine""]",other,"一宮浅間神社,一ノ宮明神,市川一の宮,ichinomiya sengen shrine,ichikawa ichinomiya,ichinomiya myojin,ichinomiya sengen shrine,一宮淺間神社,kuil ichinomiya sengen,sanctuaire d'ichinomiya sengen",https://geohack.toolforge.org/geohack.php?pagename=Category:Ichinomiya_Sengen_Shrine&params=35.5542_N_138.49016111111_E_globe:Earth_&language=en,35.5542,138.49016111111,JP,Japan,Asia,Eastern Asia,Ryuo,,
1863,https://commons.wikimedia.org/wiki/Category:Boat_Race_Kojima,Boat Race Kojima,Q11388674,"[""ky\u014dteij\u014d""]",other,"児島競艇場,児島競艇,児島ホート,boat race kojima,兒島賽艇場,兒島競艇場",https://geohack.toolforge.org/geohack.php?pagename=Category:Boat_Race_Kojima&params=34.448778_N_133.809167_E_globe:Earth_&language=en,34.448778,133.809167,JP,Japan,Asia,Eastern Asia,Sakaidecho,,
1864,https://commons.wikimedia.org/wiki/Category:Yumemai_Ohashi,Yumemai Ohashi,Q11431665,"[""moveable bridge"", ""road bridge"", ""pontoon bridge""]",bridge,"夢舞大橋,yumemai bridge,كوبرى يومماى,梦舞大桥,yumemai-brucke",https://geohack.toolforge.org/geohack.php?pagename=Category:Yumemai_Ohashi&params=34.658833_N_135.399583_E_globe:Earth_&language=en,34.658833,135.399583,JP,Japan,Asia,Eastern Asia,Amagasaki,,""
1865,https://commons.wikimedia.org/wiki/Category:Kotozaki-hachimangu,Kotozaki-hachimangu,Q11573763,"[""Shinto shrine"", ""Hachiman shrine""]",other,"琴崎八幡宮,kotozaki-hachimangu,kotozaki hachimangu,kuil kotozaki-hachimangu,sanctuaire de kotozaki-hachimangu",https://geohack.toolforge.org/geohack.php?pagename=Category:Kotozaki-hachimangu&params=33.971667_N_131.270278_E_globe:Earth_&language=en,33.971667,131.270278,JP,Japan,Asia,Eastern Asia,Ube,,
1866,https://commons.wikimedia.org/wiki/Category:Shirahataduka_Kofun,Shirahataduka Kofun,Q26813170,"[""kofun""]",other,"白旗塚古墳,shirahataduka kofun",https://geohack.toolforge.org/geohack.php?pagename=Category:Shirahataduka_Kofun&params=35.801238888889_N_139.79267777778_E_globe:Earth_&language=en,35.801238888889,139.79267777778,JP,Japan,Asia,Eastern Asia,Soka,node/10056137474,
1867,https://commons.wikimedia.org/wiki/Category:Kesennuma_fishing_port,Kesennuma fishing port,Q11548038,"[""Tokutei daisanshu gyok\u014d""]",other,"気仙沼漁港,気仙沼港,氣仙沼漁港,氣仙沼港,气仙沼渔港,气仙沼港,气仙沼港,气仙沼渔港,气仙沼渔港,气仙沼港,氣仙沼漁港,kesennuma fishing port,kesennuma balıqcılıq limanı",https://geohack.toolforge.org/geohack.php?pagename=Category:Kesennuma_fishing_port&params=38.901028_N_141.579556_E_globe:Earth_&language=en,38.901028,141.579556,JP,Japan,Asia,Eastern Asia,Ofunato,,
1868,"https://commons.wikimedia.org/wiki/Category:Maruike_(Shimizu,_Shizuoka)","Maruike (Shimizu, Shizuoka)",Q30929472,"[""reservoir""]",other,"丸池,maruike","https://geohack.toolforge.org/geohack.php?pagename=Category:Maruike_(Shimizu,_Shizuoka)&params=35.11213333_N_138.90598611_E_globe:Earth_&language=en",35.11213333,138.90598611,JP,Japan,Asia,Eastern Asia,Mishima,,
1869,https://commons.wikimedia.org/wiki/Category:Kanzo_Yashiki,Kanzo Yashiki,Q11574298,"[""house""]",other,"甘草屋敷,旧高野家住宅,kanzo yashiki",https://geohack.toolforge.org/geohack.php?pagename=Category:Kanzo_Yashiki&params=35.706411_N_138.734833_E_globe:Earth_&language=en,35.706411,138.734833,JP,Japan,Asia,Eastern Asia,Enzan,,
1870,https://commons.wikimedia.org/wiki/Category:Kiyosato_highlands,Kiyosato highlands,Q18727372,"[""highland""]",other,"清里高原,kiyosato highlands,podisul kiyosato",https://geohack.toolforge.org/geohack.php?pagename=Category:Kiyosato_highlands&params=35.93187222_N_138.42086667_E_globe:Earth_&language=en,35.93187222,138.42086667,JP,Japan,Asia,Eastern Asia,Nirasaki,,
1871,"https://commons.wikimedia.org/wiki/Category:Nakayamadera,_Takarazuka","Nakayamadera, Takarazuka",Q3335345,"[""Buddhist temple""]",other,"nakayama-dera,nakayama-dera temple,nakayama-dera,中山寺,真言宗中山寺派,中山寺 (寶塚市),中山寺,nakayama-dera,nakayama-dera,ناكاياما ديرا,nakayama-dera,wihara nakayama-dera","https://geohack.toolforge.org/geohack.php?pagename=Category:Nakayamadera,_Takarazuka&params=34.82163611_N_135.36768611_E_globe:Earth_&language=en",34.82163611,135.36768611,JP,Japan,Asia,Eastern Asia,Takarazuka,,
1872,https://commons.wikimedia.org/wiki/Category:Suizenji_Ezuko_Park,Suizenji Ezuko Park,Q11548314,"[""urban park""]",other,"水前寺江津湖公園,suizenji-ezuko koen,suizenji ezuko park",https://geohack.toolforge.org/geohack.php?pagename=Category:Suizenji_Ezuko_Park&params=32.768333_N_130.756667_E_globe:Earth_&language=en,32.768333,130.756667,JP,Japan,Asia,Eastern Asia,Kumamoto,,
1873,https://commons.wikimedia.org/wiki/Category:Taga-taisha,Taga-taisha,Q402091,"[""taisha"", ""Shikinaisha"", ""Taga shrine"", ""Shinto shrine"", ""Kokuhei-sha""]",other,"多贺大社,多賀大社,多賀大社,多贺大社,多贺大社,多賀大社,多賀大社,たかたいしゃ,多何神社,多賀大社,taga-taisha,taga taisha,taga taisha,taga shirine,taga-taisha,taga grand shrine,taga-taisha,taga-taisha,多賀大社,ταγκα-ταισα,taga-taisha,kuil agung taga",https://geohack.toolforge.org/geohack.php?pagename=Category:Taga-taisha&params=35.225127_N_136.291005_E_globe:Earth_&language=en,35.225127,136.291005,JP,Japan,Asia,Eastern Asia,Hikone,,
1874,https://commons.wikimedia.org/wiki/Category:Tsuyama_Castle,Tsuyama Castle,Q767818,"[""Japanese castle""]",palace_castle,"chateau de tsuyama,tsuyama castle,kakuzan castle,津山城,鶴山城,쓰야마성,津山城,鶴山城,burg tsuyama,tsuyamako gaztelua,castell de tsuyama,castell de tsuyama,castillo tsuyama,津山城,鶴山城,замок цуяма,цуяма,zamek tsuyama,kastel tsuyama",https://geohack.toolforge.org/geohack.php?pagename=Category:Tsuyama_Castle&params=35.062769444444_N_134.00495277778_E_globe:Earth_&language=en,35.062769444444,134.00495277778,JP,Japan,Asia,Eastern Asia,Tsuyama,node/1909471047,""
1875,https://commons.wikimedia.org/wiki/Category:Kuroi_Castle,Kuroi Castle,Q11677999,"[""Japanese castle""]",palace_castle,"黒井城,黑井城,قلعه کوروی,kuroi castle,chateau de kuroi,castel de kuroi",https://geohack.toolforge.org/geohack.php?pagename=Category:Kuroi_Castle&params=35.179167_N_135.104056_E_globe:Earth_&language=en,35.179167,135.104056,JP,Japan,Asia,Eastern Asia,Fukuchiyama,,""
1876,https://commons.wikimedia.org/wiki/Category:Oi-jinja_(Shimada),Oi-jinja (Shimada),Q11432216,"[""Shinto shrine"", ""kokushi genzaisha""]",other,"大井神社 (島田市),島田の帯祭り,島田帯祭,島田帯祭り,oi shrine (shimada),oi-jinja (shimada),kuil oi (shimada),sanctuaire d'oi (shimada)",https://geohack.toolforge.org/geohack.php?pagename=Category:Oi-jinja_(Shimada)&params=34.833661_N_138.171778_E_globe:Earth_&language=en,34.833661,138.171778,JP,Japan,Asia,Eastern Asia,Shimada,,
1877,https://commons.wikimedia.org/wiki/Category:Sunshine_60,Sunshine 60,Q602942,"[""skyscraper""]",tower,"sunshine 60,sunshine 60,sunshine 60,サンシャイン60,선샤인 60,sunshine 60 building,sunshine 60 building,sunshine 60,sunshine 60,ซนชายน 60,sunshine 60,sunshine 60,太阳城60,sunshine 60,sunshine 60,sunshine 60,sunshine 60,sunshine 60,sunshine 60,sunshine 60,سنشاين 60,sunshine 60",https://geohack.toolforge.org/geohack.php?pagename=Category:Sunshine_60&params=35.729583333333_N_139.71777777778_E_globe:Earth_&language=en,35.729583333333,139.71777777778,JP,Japan,Asia,Eastern Asia,Tokyo,way/314155355,""
1878,https://commons.wikimedia.org/wiki/Category:Minamiaiki_Dam,Minamiaiki Dam,Q2885236,"[""embankment dam""]",other,"barrage de minamiaiki,minamiaiki dam,minamioiki-damu,南相木タム,奥三川湖,南相木村水壩,minamioiki-damu,سد ميناميايكى,minamiaiki to‘g‘oni",https://geohack.toolforge.org/geohack.php?pagename=Category:Minamiaiki_Dam&params=36.005_N_138.65305555556_E_globe:Earth_&language=en,36.005,138.65305555556,JP,Japan,Asia,Eastern Asia,Saku,,
1879,https://commons.wikimedia.org/wiki/Category:MUFG_Bank_Money_%26_Ukiyo-e_Museum,MUFG Bank Money & Ukiyo-e Museum,Q4856192,"[""numismatic museum"", ""art museum""]",other,"money & ukiyo-e museum,bank of tokyo-mitsubishi ufj money museum,mufg bank money museum,mufg bank money & ukiyo-e museum,貨幣・浮世絵ミューシアム,ufj銀行貨幣資料館,三菱東京ufj銀行貨幣資料館,東海銀行貨幣展示室,東海銀行貨幣資料館,三菱ufj銀行貨幣資料館,三菱ufj銀行貨幣・浮世絵ミューシアム,музеи денег банка токио-мицубиси ю-эф-джеи,bank of tokyo-mitsubishi ufj money museum,ukiyo e museum",https://geohack.toolforge.org/geohack.php?pagename=Category:MUFG_Bank_Money_%26_Ukiyo-e_Museum&params=35.169335478832_N_136.9026197871_E_globe:Earth_&language=en,35.169335478832,136.9026197871,JP,Japan,Asia,Eastern Asia,Nagoya-shi,node/5297266496,
1880,https://commons.wikimedia.org/wiki/Category:Yodohime-jinja,Yodohime-jinja,Q11613317,"[""Shinto shrine"", ""Shikinaisha"", ""Kokuhei-sha""]",other,"與止日女神社,与止日女神社,yodohime shrine,與止日女神社,sanctuaire de yodohime,kuil yodohime",https://geohack.toolforge.org/geohack.php?pagename=Category:Yodohime-jinja&params=33.326271_N_130.268291_E_globe:Earth_&language=en,33.326271,130.268291,JP,Japan,Asia,Eastern Asia,Saga-shi,way/631030482,
1881,https://commons.wikimedia.org/wiki/Category:Kamiji_Dam,Kamiji Dam,Q11590897,"[""earth-fill dam""]",other,"kamiji dam,kamiji-damu,神路タム,恵利原タム,diga di kamiji,kamiji-damu,سد كاميجى,سد كاميجي,kamiji toʻgʻoni",https://geohack.toolforge.org/geohack.php?pagename=Category:Kamiji_Dam&params=34.399166666667_N_136.7825_E_globe:Earth_&language=en,34.399166666667,136.7825,JP,Japan,Asia,Eastern Asia,Toba,,
1882,https://commons.wikimedia.org/wiki/Category:Henza_Island,Henza Island,Q4518728,"[""island""]",other,"henza island,henzajima,heanza island,平安座島,へんさしま,平安座島,henza island,henza to,henza jima,ostrov henza,ostrov heanza,хендза,henza",https://geohack.toolforge.org/geohack.php?pagename=Category:Henza_Island&params=026.348889_N_0127.958056_E_globe:Earth_class:object_region:JP-47_type:isle_&language=en,26.348889,127.958056,JP,Japan,Asia,Eastern Asia,Katsuren-haebaru,relation/5063241,
1883,https://commons.wikimedia.org/wiki/Category:Kaiten-yama_Kofun,Kaiten-yama Kofun,Q11491385,"[""kofun""]",other,"快天山古墳,kaiten-yama kofun,kaitenyama kofun",https://geohack.toolforge.org/geohack.php?pagename=Category:Kaiten-yama_Kofun&params=34.23888889_N_133.89055556_E_globe:Earth_&language=en,34.23888889,133.89055556,JP,Japan,Asia,Eastern Asia,Sakaidecho,node/9961090236,
1884,https://commons.wikimedia.org/wiki/Category:Funagira_Dam,Funagira Dam,Q5508715,"[""gravity dam""]",other,"funagira dam,船明タム,船明発電所,船明水壩,船明水坝,funagira-damu,سد فوناجيرا",https://geohack.toolforge.org/geohack.php?pagename=Category:Funagira_Dam&params=34.89055556_N_137.815_E_globe:Earth_&language=en,34.89055556,137.815,JP,Japan,Asia,Eastern Asia,Hamakita,,
1885,https://commons.wikimedia.org/wiki/Category:Ichijodani_Asakura_Family_Historic_Ruins,Ichijodani Asakura Family Historic Ruins,Q2968274,"[""archaeological site"", ""jōkamachi""]",other,"ruines historiques de la famille asakura,ichijodani asakura-shi iseki,petit kyoto du hokuriku,castel d'ichijodani,chateau d'ichijodani,ichijodani asakura family historic ruins,ichijodani,ichijodani,ichijodani asakura clan ruins,ichijodani castle,一乘谷朝倉氏遺蹟,一乘谷城,замок ітідзьодані,замок ітідзьоґатані,руіни ітідзьодані роду асакура,di tich gia toc asakura, ichijodani,phe tich gia toc asakura, ichijodani,一乗谷朝倉氏遺跡,一乗谷城,一乗谷朝倉氏庭園,一乗谷,朝倉氏遺跡,замок итидзедани,ichijodani asakura familiaren aztarna historikoak,ichijodani asakura family historic ruins,ichijodani,اثار باستانی ایچیجودانی خاندان اساکورا,reruntuhan bersejarah keluarga asakura ichijodani,castillo ichijodani,ichijodani,ruinas de las residencias del clan asakura,이치노다니 아사쿠라씨 유적,runtuhan bersejarah keluarga ichijodani asakura,ichijodani kalesi",https://geohack.toolforge.org/geohack.php?pagename=Category:Ichijodani_Asakura_Family_Historic_Ruins&params=35.9995_N_136.296_E_globe:Earth_&language=en,35.9995,136.296,JP,Japan,Asia,Eastern Asia,Fukui-shi,relation/17232975,
1886,https://commons.wikimedia.org/wiki/Category:Ogaki_Castle,Ogaki Castle,Q1067359,"[""military museum"", ""Japanese castle""]",palace_castle,"大垣城,大垣城,大垣城,大垣城,麋城,巨鹿城,chateau d'ogaki,herr heine has a bart,오가키성,castillo ogaki,castillo ogaki,ogaki castle,大垣城,巨鹿城,糜城,ogakiko gaztelua,burg ogaki,ogaki castle,قلعه اوگاکی,castell d'ogaki,castello di ogaki",https://geohack.toolforge.org/geohack.php?pagename=Category:Ogaki_Castle&params=35.361944444444_N_136.61611111111_E_globe:Earth_&language=en,35.361944444444,136.61611111111,JP,Japan,Asia,Eastern Asia,Ogaki,,7
1887,https://commons.wikimedia.org/wiki/Category:Utsubuki_Park,Utsubuki Park,Q11497217,"[""park""]",other,"打吹公園,utsubuki park",https://geohack.toolforge.org/geohack.php?pagename=Category:Utsubuki_Park&params=35.429917_N_133.821972_E_globe:Earth_&language=en,35.429917,133.821972,JP,Japan,Asia,Eastern Asia,Kurayoshi,,
1888,https://commons.wikimedia.org/wiki/Category:2k540_AKI-OKA_ARTISAN,2k540 AKI-OKA ARTISAN,Q11187413,"[""shopping center"", ""station building""]",other,"2k540 aki-oka artisan,2k540 aki-oka artisan,2k540 aki-oka artisan,2k540 aki-oka artisan",https://geohack.toolforge.org/geohack.php?pagename=Category:2k540_AKI-OKA_ARTISAN&params=35.70294444_N_139.77408333_E_globe:Earth_&language=en,35.70294444,139.77408333,JP,Japan,Asia,Eastern Asia,Tokyo,,
1889,https://commons.wikimedia.org/wiki/Category:Ikoma_Sanjo_Amusement_Park,Ikoma Sanjo Amusement Park,Q11574916,"[""amusement park""]",other,"生駒山上遊園地,スカイラントいこま,生駒山上遊樂場,生驹山上游乐园,이코마산조 유원지,스카이랜드 이코마,ikoma sanjo amusement park,ikomasanjo amusement park",https://geohack.toolforge.org/geohack.php?pagename=Category:Ikoma_Sanjo_Amusement_Park&params=34.679556_N_135.678861_E_globe:Earth_&language=en,34.679556,135.678861,JP,Japan,Asia,Eastern Asia,Ikoma,,
1890,https://commons.wikimedia.org/wiki/Category:Mount_Iwawaki,Mount Iwawaki,Q11475373,"[""mountain""]",other,"岩湧山,いわわきさん,巖湧山,岩涌山,岩涌山,mount iwawaki,iwawakisan,mount iwawakisan,iwawaki san,iwawaki san,iwawaki san,iwawaki-san,mont iwawaki,monte iwawaki,mont iwawaki,иваваки",https://geohack.toolforge.org/geohack.php?pagename=Category:Mount_Iwawaki&params=34.374056_N_135.550889_E_globe:Earth_&language=en,34.374056,135.550889,JP,Japan,Asia,Eastern Asia,Hashimoto,node/5386913654,
1891,https://commons.wikimedia.org/wiki/Category:Lake_Fukugami,Lake Fukugami,Q11591216,"[""reservoir""]",other,"福上湖,lake fukugami",https://geohack.toolforge.org/geohack.php?pagename=Category:Lake_Fukugami&params=26.65_N_128.20416667_E_globe:Earth_&language=en,26.65,128.20416667,JP,Japan,Asia,Eastern Asia,Nago,,
1892,https://commons.wikimedia.org/wiki/Category:Shimotsuke_Province,Shimotsuke Province,Q9246544,"[""province of Japan""]",other,"시모쓰케국,下野国,下野國,shimotsuke province,ولایت شیموتسوکه,下野国,provincia shimotsuke",https://geohack.toolforge.org/geohack.php?pagename=Category:Shimotsuke_Province&params=36.65888889_N_139.79083333_E_globe:Earth_&language=en,36.65888889,139.79083333,JP,Japan,Asia,Eastern Asia,Imaichi,,
1893,https://commons.wikimedia.org/wiki/Category:Iwaki_River,Iwaki River,Q5359180,"[""river""]",other,"岩木川,弘前川,이와키강,iwaki river,iwaki,আইওযাকি নদী,afon iwaki,abhainn iwaki,ഐവാകകി നദി,اواكي,نهر اواكى,رود ایواکی,иваки (река),岩木川,岩木川,івакі,แมนาอวาก,sungai iwaki,အဝခမြစ,iwaki nehri",https://geohack.toolforge.org/geohack.php?pagename=Category:Iwaki_River&params=41.01666667_N_140.36666667_E_globe:Earth_&language=en,41.01666667,140.36666667,JP,Japan,Asia,Eastern Asia,Shimokizukuri,relation/2354380,
1894,https://commons.wikimedia.org/wiki/Category:Nagoya_Port_Building,Nagoya Port Building,Q11415202,"[""tower block""]",tower,"名古屋港ホートヒル,名古屋海洋博物館,名古屋港口大樓,nagoya port building",https://geohack.toolforge.org/geohack.php?pagename=Category:Nagoya_Port_Building&params=35.089647_N_136.880983_E_globe:Earth_&language=en,35.089647,136.880983,JP,Japan,Asia,Eastern Asia,Kanie,,""
1895,https://commons.wikimedia.org/wiki/Category:Port_of_Takamatsu,Port of Takamatsu,Q18743432,"[""port""]",other,"高松港,port of takamatsu,portul din takamatsu",https://geohack.toolforge.org/geohack.php?pagename=Category:Port_of_Takamatsu&params=34.3543_N_134.0486_E_globe:Earth_&language=en,34.3543,134.0486,JP,Japan,Asia,Eastern Asia,Takamatsu-shi,,
1896,https://commons.wikimedia.org/wiki/Category:Komatsu_Castle,Komatsu Castle,Q11461063,"[""Japanese castle""]",palace_castle,"小松城,burg komatsu,komatsu castle,chateau de komatsu,castel de komatsu",https://geohack.toolforge.org/geohack.php?pagename=Category:Komatsu_Castle&params=36.412622_N_136.443456_E_globe:Earth_&language=en,36.412622,136.443456,JP,Japan,Asia,Eastern Asia,Komatsu,,""
1897,https://commons.wikimedia.org/wiki/Category:Mount_Ryu_(Suzuka_Mountains),Mount Ryu (Suzuka Mountains),Q11598273,"[""mountain""]",other,"竜ヶ岳 (三重県・滋賀県),龍岳,mount ryu,mont ryu",https://geohack.toolforge.org/geohack.php?pagename=Category:Mount_Ryu_(Suzuka_Mountains)&params=35.11944444_N_136.44527778_E_globe:Earth_&language=en,35.11944444,136.44527778,JP,Japan,Asia,Eastern Asia,Komono,,
1898,https://commons.wikimedia.org/wiki/Category:Po-ai_Shiosai_Park,Po-ai Shiosai Park,Q11339445,"[""park""]",other,"ホートアイラント西公園,ホーアイしおさい公園,po-ai shiosai park",https://geohack.toolforge.org/geohack.php?pagename=Category:Po-ai_Shiosai_Park&params=34.668556_N_135.202028_E_globe:Earth_&language=en,34.668556,135.202028,JP,Japan,Asia,Eastern Asia,Kobe,,
1899,https://commons.wikimedia.org/wiki/Category:Miki_Railway_Memorial_park,Miki Railway Memorial park,Q11355712,"[""park""]",other,"三木鉄道記念公園,miki railway memorial park,三木鐵道紀念公園",https://geohack.toolforge.org/geohack.php?pagename=Category:Miki_Railway_Memorial_park&params=34.794472222222_N_134.97766666667_E_globe:Earth_&language=en,34.794472222222,134.97766666667,JP,Japan,Asia,Eastern Asia,Miki,,
1900,https://commons.wikimedia.org/wiki/Category:%C5%8Ctori-jinja_(Meguro),Ōtori-jinja (Meguro),Q11441990,"[""Shinto shrine""]",other,"大鳥神社,大鳥神社 (目黒区),大鳥神社 (目黑區),otori shrine,otori-jinja,otori-schrijn,otori-jinja,otori-jinja,kuil otori,sanctuaire d'otori",https://geohack.toolforge.org/geohack.php?pagename=Category:%C5%8Ctori-jinja_(Meguro)&params=35.63213889_N_139.70813889_E_globe:Earth_&language=en,35.63213889,139.70813889,JP,Japan,Asia,Eastern Asia,Tokyo,,
1901,https://commons.wikimedia.org/wiki/Category:Kadowaki_Residence,Kadowaki Residence,Q11655087,"[""minka""]",other,"門脇家住宅,kadowaki residence",https://geohack.toolforge.org/geohack.php?pagename=Category:Kadowaki_Residence&params=35.484_N_133.46525_E_globe:Earth_&language=en,35.484,133.46525,JP,Japan,Asia,Eastern Asia,Yonago,,
1902,https://commons.wikimedia.org/wiki/Category:Ishikawa_Zoo,Ishikawa Zoo,Q11259212,"[""zoo""]",other,"いしかわ動物園,ishikawa zoo,ishikawa dierentuin,石川動物園",https://geohack.toolforge.org/geohack.php?pagename=Category:Ishikawa_Zoo&params=36.433627777778_N_136.54540277778_E_globe:Earth_&language=en,36.433627777778,136.54540277778,JP,Japan,Asia,Eastern Asia,Matsuto,way/479976893,
1903,https://commons.wikimedia.org/wiki/Category:Shinchoji,Shinchoji,Q11583625,"[""Buddhist temple""]",other,"真長寺,三輪釈迦,shincho-ji temple,wihara shincho-ji",https://geohack.toolforge.org/geohack.php?pagename=Category:Shinchoji&params=35.50444444_N_136.84441667_E_globe:Earth_&language=en,35.50444444,136.84441667,JP,Japan,Asia,Eastern Asia,Mino,,
1904,https://commons.wikimedia.org/wiki/Category:Kozu-Gu,Kozu-Gu,Q11671792,"[""Shinto shrine"", ""shrine dedicated to Empress Jingū"", ""Shrines receiving Tsukinami-sai and Niiname-sai and Ainame-sai offerings"", ""Shikinai Ronsha""]",other,"高津宮,高津神社,高津の富亭,高津宮跡,高津宮,高津宫,高津宫,kozu-gu,kozu shrine,kuil kozu-gu,sanctuaire de kozu-gu,kozu-gu",https://geohack.toolforge.org/geohack.php?pagename=Category:Kozu-Gu&params=34.66886111_N_135.51386111_E_globe:Earth_&language=en,34.66886111,135.51386111,JP,Japan,Asia,Eastern Asia,Osaka-shi,,
1905,https://commons.wikimedia.org/wiki/Category:Mount_Mugikusa,Mount Mugikusa,Q56427549,"[""mountain""]",other,"mount mugikusa,麦草岳",https://geohack.toolforge.org/geohack.php?pagename=Category:Mount_Mugikusa&params=35.796694444444_N_137.78602777778_E_globe:Earth_&language=en,35.796694444444,137.78602777778,JP,Japan,Asia,Eastern Asia,Ina,,
1906,https://commons.wikimedia.org/wiki/Category:Shiga_K%C5%8Dgen_Ski_Resort,Shiga Kōgen Ski Resort,Q11491193,"[""ski resort""]",other,"志賀高原スキー場,shiga kogen ski resort,shiga kogen mountain resort,shigakogen mountain resort,志賀高原滑雪場",https://geohack.toolforge.org/geohack.php?pagename=Category:Shiga_K%C5%8Dgen_Ski_Resort&params=36.733333333333_N_138.51666666667_E_globe:Earth_&language=en,36.733333333333,138.51666666667,JP,Japan,Asia,Eastern Asia,Nakano,,
1907,https://commons.wikimedia.org/wiki/Category:Mount_Hijiri_(Akaishi_Mountains),Mount Hijiri (Akaishi Mountains),Q3595684,"[""mountain""]",other,"聖岳,ഹിജിരി പർവവതം,mount hijiri,mount hijiri,hijiridake,mount hijiridake,ٹلہ ہیجیری,mont hijiri,聖岳,nui hijiri,mount hijiri,gunung hijiri,gunung hijiri,جبل مونت هيچيرى,hijiri-dake,کوه هیجیری,mont hijiri,hijiri-dake,хидзири,ဟဂျရတောင",https://geohack.toolforge.org/geohack.php?pagename=Category:Mount_Hijiri_(Akaishi_Mountains)&params=35.42277778_N_138.13972222_E_globe:Earth_&language=en,35.42277778,138.13972222,JP,Japan,Asia,Eastern Asia,Iida,,
1908,https://commons.wikimedia.org/wiki/Category:Michinoeki_Oyashirazu_Pier_Park,Michinoeki Oyashirazu Pier Park,Q11641498,"[""roadside station""]",other,"道の駅親不知ヒアハーク,親不知ヒアハーク,roadside station oyashirazu pier park,道之驛親不知pier park",https://geohack.toolforge.org/geohack.php?pagename=Category:Michinoeki_Oyashirazu_Pier_Park&params=37.003138888889_N_137.72980555556_E_globe:Earth_&language=en,37.003138888889,137.72980555556,JP,Japan,Asia,Eastern Asia,Itoigawa,,
1909,https://commons.wikimedia.org/wiki/Category:Suzuka-myojinsha,Suzuka-myojinsha,Q20045111,"[""Shinto shrine""]",other,"鈴鹿明神社,suzuka-myojinsha,kuil suzuka-myojinsha,sanctuaire de suzuka-myojinsha",https://geohack.toolforge.org/geohack.php?pagename=Category:Suzuka-myojinsha&params=35.485091666667_N_139.39448333333_E_globe:Earth_&language=en,35.485091666667,139.39448333333,JP,Japan,Asia,Eastern Asia,Zama,,
1910,https://commons.wikimedia.org/wiki/Category:Niigata_City_Hakusan_Park,Niigata City Hakusan Park,Q5640656,"[""urban park""]",other,"hakusan park,白山公園,хакусан (городскои парк),白山公園,parc hakusan,hakusan-koen",https://geohack.toolforge.org/geohack.php?pagename=Category:Niigata_City_Hakusan_Park&params=37.91446_N_139.039171_E_globe:Earth_&language=en,37.91446,139.039171,JP,Japan,Asia,Eastern Asia,Niigata-shi,,
